appno,fullname,protectedgender,date_first_submitted,fromwhichinstitutiondidyoureceiv,ifyouselectedoutofstateorother,internal_external,positioncategory,signle_race,jobtypesappliedfor,ethnicity2,primary_recruitment_source,days_need_review,days_screening,days_cert_hold,days_candidate_action,days_needs_second_review,days_rec_approved,mean_days_need_review,mean_days_screening,mean_days_cert_hold,mean_days_candidate_action,mean_days_needs_second_review,mean_days_rec_approved,hired,current_pipeline_stage,hired_yn,datecomp,lastaccess
949,Kimberly Wells,Female,4/29/16,Alternative Certification - Alternative Placement Program,,External Applications,Middle School Teaching,White,General,Not Hispanic,TPS Website,1,3,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,6/24/16,6/24/16
648,Craig Kelley,Female,2/2/16,Langston University,,External Applications,High School Teaching,Black,Music - Vocal,Not Hispanic,TPS Website,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Needs ILD Approval - Pending Cert,Yes,2/2/16,2/2/16
544,Matthew Gibson,Female,4/25/16,Oklahoma State University,,External Applications,Elementary School Teaching,Asian/Pacific Islander,General,Not Hispanic,TPS Website,0,0,,,31,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,4/25/16,5/24/16
217,Roy Burke,Female,4/25/16,Oklahoma State University,,External Applications,Elementary School Teaching,Asian/Pacific Islander,Elementary - Grades 1 - 6,Not Hispanic,TPS Website,0,0,,,31,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,4/25/16,5/24/16
686,Emily Carter,Male,2/3/16,University of Central Oklahoma,,External Applications,High School Teaching,White,General,Not Hispanic,TPS Website,0,1,,,20,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,2/3/16,2/24/16
195,Paul Ray,None Given,4/18/16,,,Internal Applications,Elementary School Teaching,No Race Provided,General,None Selected,TPS Website,,,,,,,,,,,,,0,2016 Teacher Transfer,No,4/18/16,4/18/16
397,Beverly Pierce,Female,2/17/16,University of Oklahoma,,External Applications,Elementary School Teaching,Black,ELD - English Language Development,Not Hispanic,None Listed,2,4,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Needs ILD Approval - Pending Cert,No,2/17/16,2/22/16
90,Sharon Rivera,Female,2/17/16,University of Oklahoma,,External Applications,Elementary School Teaching,Black,Early Childhood - Pre-Kindergarten / Kindergarten,Not Hispanic,University Job Fair,2,4,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Needs ILD Approval - Pending Cert,No,2/17/16,2/22/16
146,Margaret Murray,Female,2/17/16,University of Oklahoma,,External Applications,Middle School Teaching,Black,General,Not Hispanic,University Job Fair,2,4,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Needs ILD Approval - Pending Cert,No,2/17/16,2/22/16
446,Lillian Phillips,Female,2/17/16,University of Oklahoma,,External Applications,Middle School Teaching,Black,ELD - English Language Development,Not Hispanic,University Job Fair,2,4,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Needs ILD Approval - Pending Cert,No,2/17/16,2/22/16
766,Angela Thompson,Female,2/3/16,,,Internal Applications,Elementary School Teaching,White,Special Education,None Selected,University Job Fair,,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,3/10/16,3/10/16
831,Roger Daniels,Female,2/3/16,,,Internal Applications,Elementary School Teaching,White,Early Childhood - Pre-Kindergarten / Kindergarten,None Selected,University Job Fair,,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,3/10/16,3/10/16
158,Matthew Bennett,Female,2/11/16,Other,Western Governor's University,External Applications,Elementary School Teaching,White,General,Not Hispanic,University Job Fair,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,4/9/16,4/9/16
220,Shirley Hughes,Female,2/11/16,Other,Western Governor's University,External Applications,Elementary School Teaching,White,Early Childhood - Pre-Kindergarten / Kindergarten,Not Hispanic,University Job Fair,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,4/9/16,4/9/16
73,Stephen Young,Male,2/3/16,,,External Applications,High School Teaching,White,General,Not Hispanic,University Job Fair,,,,,,,,,,,,,0,,No,2/3/16,2/23/16
941,Bonnie Griffin,Male,2/3/16,,,External Applications,Middle School Teaching,White,General,Not Hispanic,University Job Fair,,,,,,,,,,,,,0,,No,2/3/16,2/23/16
592,Sarah Fox,Female,2/3/16,Alternative Certification - Alternative Placement Program,,Internal Applications,High School Teaching,White,Science - Physical Science,Not Hispanic,TPS Website,1,2,,,60,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Certification Pending,Yes,8/11/16,8/11/16
116,Barbara Fuller,Female,2/3/16,Alternative Certification - Alternative Placement Program,,Internal Applications,High School Teaching,White,Music - Vocal,Not Hispanic,TPS Website,1,2,,,60,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Certification Pending,Yes,8/11/16,8/11/16
854,Ashley Hanson,Female,2/3/16,Alternative Certification - Alternative Placement Program,,Internal Applications,High School Teaching,White,Science - General,Not Hispanic,TPS Website,1,2,,,60,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Certification Pending,Yes,8/11/16,8/11/16
760,Kimberly Hanson,Female,2/3/16,Alternative Certification - Alternative Placement Program,,Internal Applications,High School Teaching,White,General,Not Hispanic,TPS Website,1,2,,,60,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Certification Pending,Yes,8/11/16,8/11/16
131,Roy Nichols,Female,2/3/16,Alternative Certification - Alternative Placement Program,,Internal Applications,Middle School Teaching,White,General,Not Hispanic,Community Job Fair,2,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Certification Pending,Yes,8/11/16,8/11/16
227,Barbara Fernandez,Female,2/3/16,Alternative Certification - Alternative Placement Program,,Internal Applications,Middle School Teaching,White,Science,Not Hispanic,Community Job Fair,2,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Certification Pending,Yes,8/11/16,8/11/16
870,Willie Kelley,Male,2/4/16,Out of State,Baker University,External Applications,Elementary School Teaching,White,General,Not Hispanic,Community Job Fair,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,6/28/16,6/28/16
741,Jacqueline Bowman,Male,2/4/16,Out of State,Baker University,External Applications,High School Teaching,White,General,Not Hispanic,Community Job Fair,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,6/28/16,6/28/16
418,Nicole Rivera,Male,2/4/16,Out of State,Baker University,External Applications,Middle School Teaching,White,General,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,6/28/16,6/28/16
150,Albert Harris,Female,4/7/16,Oklahoma State University,,External Applications,High School Teaching,Black,General,Not Hispanic,Current TPS Employee (Please type the employee's name below),4,0,,,46,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,4/7/16,4/9/16
847,Judy Mcdonald,Female,4/7/16,Oklahoma State University,,External Applications,High School Teaching,Black,ELD - English Language Development,Not Hispanic,Current TPS Employee (Please type the employee's name below),4,0,,,46,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,4/7/16,4/9/16
6,Craig Johnston,Male,5/4/16,Out of State,Emporia State University / Baker University,Internal Applications,Elementary School Teaching,White,Special Education,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,7/15/16,7/15/16
413,Diana Jones,Female,2/12/16,Out of State,Puerto Rico,External Applications,Elementary School Teaching,Hispanic-Non White,Elementary - Grades 1 - 6,Hispanic,Current TPS Employee (Please type the employee's name below),2,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Needs ILD Approval - Pending Cert,No,2/12/16,2/27/16
576,Andrew Wells,Female,2/12/16,Out of State,Puerto Rico,External Applications,Elementary School Teaching,Hispanic-Non White,Early Childhood - Pre-Kindergarten / Kindergarten,Hispanic,Current TPS Employee (Please type the employee's name below),2,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Needs ILD Approval - Pending Cert,No,2/12/16,2/27/16
2,Antonio Fernandez,Female,2/8/16,Out of State,I have an Masters in social work. No teaching credentials.,External Applications,Elementary School Teaching,White,Early Childhood - Pre-Kindergarten / Kindergarten,Not Hispanic,Teachers-Teachers,0,,,,8,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Withdrawn,Yes,7/21/16,7/21/16
974,Robert Sanders,Male,4/28/16,Oklahoma State University,,External Applications,High School Teaching,White,General,Not Hispanic,Teachers-Teachers,2,3,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,1/17/17,1/17/17
503,Carolyn Carpenter,Male,4/28/16,Oklahoma State University,,External Applications,Middle School Teaching,White,General,Not Hispanic,Teachers-Teachers,2,3,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,1/17/17,1/17/17
824,Gerald Carr,Male,2/19/16,Other,Currently applying for alternative certification,External Applications,High School Teaching,White,General,Not Hispanic,Teachers-Teachers,3,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/19/16,2/19/16
298,Johnny Grant,None Given,2/14/16,,,Internal Applications,High School Teaching,No Race Provided,General,None Selected,Teachers-Teachers,,,,,,,,,,,,,0,2016 Teacher Transfer,No,2/14/16,3/22/16
537,Jacqueline Dean,Male,2/15/16,University of Central Oklahoma,,External Applications,Elementary School Teaching,White,Elementary - Grades 1 - 6,Chose No Response,Teachers-Teachers,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,2/15/16,2/15/16
74,Jonathan Snyder,Male,2/15/16,University of Central Oklahoma,,External Applications,High School Teaching,White,General,Chose No Response,Teachers-Teachers,0,13,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,2/15/16,2/15/16
708,Henry Bishop,Male,2/15/16,University of Central Oklahoma,,External Applications,Middle School Teaching,White,General,Chose No Response,Word of Mouth,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,2/15/16,2/15/16
122,Samuel Hamilton,Male,2/10/16,Oklahoma State University,,External Applications,High School Teaching,Black,General,Not Hispanic,Word of Mouth,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,2/10/16,3/24/16
228,Jose Day,Male,2/10/16,Other,None.,External Applications,High School Teaching,White,General,Not Hispanic,None Listed,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Needs ILD Approval - Pending Cert,No,7/5/16,7/5/16
502,Roy Ward,Male,2/10/16,Other,None.,External Applications,Middle School Teaching,White,General,Not Hispanic,None Listed,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Needs ILD Approval - Pending Cert,No,7/5/16,7/5/16
227,Sharon Walker,Female,2/16/16,Other,,External Applications,Elementary School Teaching,Black,Early Childhood - Pre-Kindergarten / Kindergarten,Not Hispanic,None Listed,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/16/16,7/13/16
907,Chris Perry,Male,2/11/16,Northeastern State University,,External Applications,High School Teaching,White,General,Not Hispanic,None Listed,0,4,,,,3,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,2/11/16,3/8/16
314,Kathy Moore,Male,2/24/16,,,Internal Applications,Elementary School Teaching,Native American,General,None Selected,None Listed,,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,2/24/16,6/28/16
109,Jerry Phillips,Female,2/11/16,,,External Applications,High School Teaching,White,Science - General,Not Hispanic,None Listed,,,,,,,,,,,,,0,,No,2/11/16,4/15/16
916,Ashley Martinez,Female,2/11/16,,,External Applications,High School Teaching,White,Mathematics,Not Hispanic,TPS Website,,,,,,,,,,,,,0,,No,2/11/16,4/15/16
441,Philip Young,Female,2/11/16,,,External Applications,Middle School Teaching,White,Mathematics,Not Hispanic,TPS Website,,,,,,,,,,,,,0,,No,2/11/16,4/15/16
606,Joshua Evans,Female,2/12/16,,,Internal Applications,High School Teaching,White,General,None Selected,TPS Website,,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,1/10/17,1/10/17
815,Andrew Bradley,Male,2/13/16,Alternative Certification - Alternative Placement Program,,External Applications,High School Teaching,Native American,Mathematics,Not Hispanic,TPS Website,1,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/13/16,2/13/16
556,Richard Coleman,Male,2/13/16,Alternative Certification - Alternative Placement Program,,External Applications,Middle School Teaching,Native American,Mathematics,Not Hispanic,TPS Website,1,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/13/16,2/13/16
957,Jack Oliver,Female,2/12/16,University of Oklahoma,,External Applications,High School Teaching,White,Mathematics,Not Hispanic,TPS Website,0,3,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hired,No,2/12/16,2/12/16
534,Carlos Vasquez,Female,2/12/16,University of Oklahoma,,External Applications,Middle School Teaching,White,Mathematics,Not Hispanic,TPS Website,0,3,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hired,No,2/12/16,2/12/16
283,David Alexander,Female,2/17/16,Other,University of Wisconsin,External Applications,High School Teaching,Native American,Science - General,Not Hispanic,TPS Website,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,7/11/16,7/11/16
528,Marilyn Vasquez,Female,2/17/16,Other,University of Wisconsin,External Applications,High School Teaching,Native American,Science - Biology,Not Hispanic,TPS Website,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,7/11/16,7/11/16
15,Joe Garza,Female,2/17/16,Other,University of Wisconsin,External Applications,Middle School Teaching,Native American,Science,Not Hispanic,TPS Website,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,7/11/16,7/11/16
560,Melissa Ellis,Female,2/23/16,Oklahoma State University,,External Applications,Elementary School Teaching,White,Elementary - Grades 1 - 6,Not Hispanic,TPS Website,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,5/17/16,5/17/16
136,Donna Owens,Male,2/15/16,Other,John Brown University,External Applications,Elementary School Teaching,Native American,ELD - English Language Development,Not Hispanic,Teachers-Teachers,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,2/15/16,3/27/16
21,Patrick Dixon,Male,2/15/16,Other,John Brown University,External Applications,Middle School Teaching,Native American,ELD - English Language Development,Not Hispanic,TPS Website,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,2/15/16,3/27/16
792,Rebecca Baker,Male,2/16/16,Oklahoma State University,,External Applications,High School Teaching,Native American,Science - General,Not Hispanic,TPS Website,2,3,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,2/16/16,5/9/16
296,Albert Alexander,Male,2/16/16,Oklahoma State University,,External Applications,Middle School Teaching,Native American,Science,Not Hispanic,Teachers-Teachers,2,3,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,2/16/16,5/9/16
486,Ruth Stewart,Female,8/6/16,Northeastern State University,,External Applications,Elementary School Teaching,Native American,Art,Not Hispanic,Teachers-Teachers,2,,,,3,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,8/6/16,8/16/16
795,Kathy Diaz,Female,8/6/16,Northeastern State University,,External Applications,Elementary School Teaching,Native American,General,Not Hispanic,Teachers-Teachers,2,,,,3,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,8/6/16,8/16/16
741,Randy Harper,Female,8/6/16,Northeastern State University,,External Applications,Elementary School Teaching,Native American,Elementary - Grades 1 - 6,Not Hispanic,Teachers-Teachers,2,,,,3,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,8/6/16,8/16/16
508,Phillip Powell,Female,8/6/16,Northeastern State University,,External Applications,Middle School Teaching,Native American,General,Not Hispanic,Teachers-Teachers,2,,,,3,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,8/6/16,8/16/16
300,Brian Cruz,Female,8/6/16,Northeastern State University,,External Applications,Middle School Teaching,Native American,ELD - English Language Development,Not Hispanic,Teachers-Teachers,2,,,,3,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,8/6/16,8/16/16
467,Jane Alexander,Male,3/21/16,Other,Corporate experience,External Applications,High School Teaching,White,Mathematics,Chose No Response,Teachers-Teachers,0,0,54,,66,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,TM Early Offers,Yes,6/14/16,7/7/16
970,Dennis Smith,Male,3/21/16,Other,Corporate experience,External Applications,High School Teaching,White,General,Chose No Response,Teachers-Teachers,0,0,54,,66,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,TM Early Offers,Yes,6/14/16,7/7/16
569,Gloria Fowler,Male,3/21/16,Other,Corporate experience,External Applications,High School Teaching,White,Science - General,Chose No Response,Teachers-Teachers,0,0,54,,66,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,TM Early Offers,Yes,6/14/16,7/7/16
354,Justin Ellis,Male,3/21/16,Other,Corporate experience,External Applications,Middle School Teaching,White,Science,Chose No Response,Teachers-Teachers,0,0,54,,66,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,TM Early Offers,Yes,6/14/16,7/7/16
824,Raymond Grant,Male,3/21/16,Other,Corporate experience,External Applications,Middle School Teaching,White,Mathematics,Chose No Response,Teachers-Teachers,0,0,54,,66,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,TM Early Offers,Yes,6/14/16,7/7/16
626,Jennifer Owens,Female,4/23/16,Out of State,student teaching outside the states,External Applications,Elementary School Teaching,No Race Provided,General,Not Hispanic,TPS Website,0,3,,,31,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hold for Certification,No,10/14/16,10/14/16
25,Matthew Burns,Female,4/23/16,Out of State,student teaching outside the states,External Applications,High School Teaching,No Race Provided,Mathematics,Not Hispanic,TPS Website,0,3,,,31,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hold for Certification,No,10/14/16,10/14/16
512,Roy Torres,Female,4/23/16,Out of State,student teaching outside the states,External Applications,High School Teaching,No Race Provided,Science - Physical Science,Not Hispanic,TPS Website,0,3,,,31,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hold for Certification,No,10/14/16,10/14/16
175,Roy Duncan,Female,4/23/16,Out of State,student teaching outside the states,External Applications,High School Teaching,No Race Provided,General,Not Hispanic,TPS Website,0,3,,,31,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hold for Certification,No,10/14/16,10/14/16
935,Tammy Hall,Female,4/23/16,Out of State,student teaching outside the states,External Applications,High School Teaching,No Race Provided,Science - General,Not Hispanic,TPS Website,0,3,,,31,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hold for Certification,No,10/14/16,10/14/16
322,Amy Mills,Female,4/23/16,Out of State,student teaching outside the states,External Applications,Middle School Teaching,No Race Provided,General,Not Hispanic,TPS Website,0,3,,,31,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hold for Certification,No,10/14/16,10/14/16
814,Diana Hansen,Female,4/23/16,Out of State,student teaching outside the states,External Applications,Middle School Teaching,No Race Provided,Science,Not Hispanic,TPS Website,0,3,,,31,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hold for Certification,No,10/14/16,10/14/16
778,Kathryn Perez,Female,4/23/16,Out of State,student teaching outside the states,External Applications,Middle School Teaching,No Race Provided,Mathematics,Not Hispanic,TPS Website,0,3,,,31,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hold for Certification,No,10/14/16,10/14/16
861,Dennis Rivera,Male,2/22/16,Alternative Certification - Alternative Placement Program,,External Applications,High School Teaching,White,General,Not Hispanic,TPS Website,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,2/22/16,2/22/16
604,Frances King,Male,2/22/16,Alternative Certification - Alternative Placement Program,,External Applications,Middle School Teaching,White,General,Not Hispanic,None Listed,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,2/22/16,2/22/16
420,Mildred Elliott,Female,2/16/16,Northeastern State University,,External Applications,Elementary School Teaching,Black,Early Childhood - Pre-Kindergarten / Kindergarten,Not Hispanic,University Job Fair,0,1,,,7,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hold for Certification,No,2/25/16,2/25/16
366,Beverly Knight,None Given,2/17/16,,,Internal Applications,High School Teaching,No Race Provided,General,None Selected,University Job Fair,,,,,,,,,,,,,0,2016 Teacher Transfer,No,2/17/16,2/17/16
27,Christina Taylor,Female,3/22/16,,,Internal Applications,Elementary School Teaching,White,General,None Selected,University Job Fair,,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,3/22/16,5/17/16
108,Arthur Peters,Female,3/22/16,,,Internal Applications,Elementary School Teaching,White,Elementary - Grades 1 - 6,None Selected,University Job Fair,,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,3/22/16,5/17/16
516,Albert Wilson,Female,3/22/16,,,Internal Applications,Middle School Teaching,White,General,None Selected,University Job Fair,,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,3/22/16,5/17/16
551,Bonnie Price,Male,4/18/16,University of Tulsa,,External Applications,High School Teaching,White,General,Not Hispanic,University Job Fair,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,4/18/16,4/18/16
743,Lori Graham,Female,2/16/16,,,Internal Applications,Elementary School Teaching,White,General,None Selected,University Job Fair,,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,2/16/16,2/16/16
345,Sarah Lawson,Female,2/16/16,,,Internal Applications,Elementary School Teaching,White,Elementary - Grades 1 - 6,None Selected,University Job Fair,,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,2/16/16,2/16/16
766,Irene Powell,Female,3/1/16,,,External Applications,High School Teaching,Native American,General,Not Hispanic,University Job Fair,,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,10/4/16,10/4/16
308,Fred Russell,Female,2/23/16,Alternative Certification - Alternative Placement Program,,External Applications,High School Teaching,Black,General,Not Hispanic,TPS Website,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/23/16,5/14/16
702,Judith Peters,Female,2/19/16,Other,Southern Nazarene University,External Applications,Elementary School Teaching,White,Special Education,Not Hispanic,TPS Website,0,1,,,,1,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,4/15/16,5/5/16
859,Carol Montgomery,Female,2/19/16,Out of State,"University of Denver Denver, CO",External Applications,High School Teaching,White,Science - General,Not Hispanic,TPS Website,3,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/19/16,2/19/16
674,Gregory Knight,Female,2/19/16,Out of State,"University of Denver Denver, CO",External Applications,Middle School Teaching,White,Science,Not Hispanic,TPS Website,3,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/19/16,2/19/16
677,Gregory Riley,Male,2/24/16,Out of State,Texas Teachers,External Applications,High School Teaching,White,Mathematics,Not Hispanic,Community Job Fair,0,4,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/24/16,2/24/16
297,Christina Perez,Male,2/24/16,Out of State,Texas Teachers,External Applications,High School Teaching,White,Science - Biology,Not Hispanic,Community Job Fair,0,4,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/24/16,2/24/16
898,James Myers,Male,2/24/16,Out of State,Texas Teachers,External Applications,High School Teaching,White,General,Not Hispanic,Community Job Fair,0,4,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/24/16,2/24/16
339,Kathleen Burns,Male,2/24/16,Out of State,Texas Teachers,External Applications,High School Teaching,White,Science - General,Not Hispanic,Community Job Fair,0,4,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/24/16,2/24/16
494,Janet Mills,Male,2/24/16,Out of State,Texas Teachers,External Applications,Middle School Teaching,White,Mathematics,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,4,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/24/16,2/24/16
53,Anne Cox,Male,2/24/16,Out of State,Texas Teachers,External Applications,Middle School Teaching,White,Science,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,4,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/24/16,2/24/16
575,Philip Kelley,Male,3/9/16,Northeastern State University,,External Applications,Middle School Teaching,White,Science,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,3/9/16,3/22/16
160,Phillip Pierce,Male,3/9/16,Northeastern State University,,External Applications,Middle School Teaching,White,General,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,3/9/16,3/22/16
641,Joe Porter,Female,6/13/16,,,Internal Applications,Elementary School Teaching,Asian/Pacific Islander,General,None Selected,Current TPS Employee (Please type the employee's name below),,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,6/15/16,6/15/16
891,Marilyn Vasquez,Female,6/13/16,,,Internal Applications,Elementary School Teaching,Asian/Pacific Islander,Elementary - Grades 1 - 6,None Selected,Current TPS Employee (Please type the employee's name below),,,,,,,,,,,,,1,2016 Teacher Transfer,Yes,6/15/16,6/15/16
992,Alice Gutierrez,Female,2/23/16,Alternative Certification - Alternative Placement Program,,External Applications,High School Teaching,White,General,Not Hispanic,Teachers-Teachers,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,2/23/16,2/23/16
241,Jacqueline Harrison,Female,2/23/16,Alternative Certification - Alternative Placement Program,,External Applications,Middle School Teaching,White,ELD - English Language Development,Not Hispanic,Teachers-Teachers,0,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,2/23/16,2/23/16
146,Keith Coleman,Female,2/19/16,Out of State,Missouri Southern State University,External Applications,Elementary School Teaching,White,ELD - English Language Development,Not Hispanic,Teachers-Teachers,3,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,4/5/16,5/13/16
518,Ashley Parker,Female,2/19/16,Out of State,Missouri Southern State University,External Applications,Elementary School Teaching,White,General,Not Hispanic,Teachers-Teachers,3,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,4/5/16,5/13/16
